s_name,time,name,ares,money,company,people,fuli,describes,url
数据分析,10-16发布,数据分析师,广州,3.5-4.5千/月,中国检验检疫学会质量诚信建设委员会,招聘1人,
五险一金;
餐饮补贴;
年终奖金;
定期体检;
周末双休;
;,
职位描述：
						岗位职责：1. 对目标企业整体运营数据的采集、统计；2.结合业务发展和风险控制，分析运营数据；3.审核认定并分析企业是否符合标准；4.完成领导交代的各项事务。岗位要求：1.经济管理、财会、数理统计等相关专业本科以上学历；2.有相关专业资质和工作经验者优先；3.较强的沟通能力、团队合作精神，抗压性强，乐意接受挑战；4.优秀的数据分析能力和文字组织及表达能力。5.男身高172cm以上，女身高160cm以上。						
												

职能类别：
风险管理/控制





,http://jobs.51job.com/guangzhou/75814053.html?s=01&t=0
数据分析,10-16发布,Sr.PPC生产计划专员-产能分析（欢迎擅长数据分析者）,广州-南沙区,3-4.5千/月,艾利（广州）包装系统产品有限公司,招聘1人,
周末双休;
带薪年假;
五险一金;
高温补贴;
节日福利;
住房补贴;
加班补贴;
免费班车;
包三餐;
绩效奖金;
;,
职位描述：
						Sr.PPC 高级生产计划专员-产能分析（欢迎擅长数据分析者）工作地点：广州市南沙经济开发区广意路9号 （新厂）公司有饭堂，一日三餐包吃，提供住房补贴，行政部会推荐附近房子，介意地点者勿投。职位要求：-负责生产线产能分析，制定长时间生产计划、数据分析、销售目标预测，回复交期；’-指定生产排期，根据产能合理规划生产，指导生产意见，协调现场把控，促使生产部达到生产lead time;- 积极参加公司各类型改善项目和活动, - 需参加公司组织的IS09001、FSC 、EHS基本知识及相关程序、工作指引的培训，并在实际工作按照程序、工作指引要求进行工作;- 上司安排的其它本职相关工作。职位要求：- 大专或以上学历；两年以上产能分析经验，有制造业经验优先考虑，欢迎擅长数据分析者。- 良好的英文读写能力，prefer英语四级以上;- 熟悉电脑常用软件如Excel &amp;amp; Word的操作；- 做事认真负责,细心度良好;- 良好的逻辑思维能力，条理性及前瞻性，具有问题解决能力。						
												

职能类别：
生产计划/物料管理(PMC)
国内贸易人员


关键字：
计划
跟单
年终双薪
奖金丰厚
房补
员工旅游
定期体检
补充医疗保险





,http://jobs.51job.com/guangzhou-nsq/90139636.html?s=01&t=0
数据分析,10-16发布,助理数据分析师\数据统计专员\数据处理,广州-天河区,5-6千/月,沃丁信息技术（深圳）有限公司,招聘5人,
做五休二;
弹性工作;
带薪年假;
五险一金;
专业培训;
节日福利;
全勤奖;
员工旅游;
;,
职位描述：
