itemid,user,sku,date,content
537733579301,j***5,,2017年06月08日 16:36,评价方未及时做出评价,系统默认好评!
554867061573,和***应,,2017年08月01日 13:42,此用户没有填写评价。
537733579301,执***2,,2017年05月11日 17:23,宝贝真的炒鸡好，明信片后面还有像彩铅一样的画，还有一张超级好看的卡贴，赞，物流也特别快
554867061573,落***6,大小:豪华版-蓝版,2017年07月31日 13:46,此用户没有填写评价。
537733579301,t***1,,2017年05月30日 16:49,好评，很喜欢
554867061573,h***n,大小:普版-黄版,2017年08月14日 20:24,评价方未及时做出评价,系统默认好评!
537733579301,嫣***9,,2017年05月16日 13:35,很不错，特别是背面是彩的
554867061573,温***暖,,2017年08月16日 19:20,此用户没有填写评价。
537733579301,东***眸,,2017年03月06日 19:31,很好，很多，物流也很快，棒棒哒
554867061573,破***0,大小:普版-黑版,2017年08月18日 13:32,此用户没有填写评价。
537733579301,新***华,,2017年02月25日 20:28,非常不错
554867061573,破***0,大小:普版-黄版,2017年08月18日 13:32,评价方未及时做出评价,系统默认好评!
537733579301,贝***6,,2017年03月11日 18:07,都是美美的图。
554867061573,y***n,,2017年08月19日 12:31,此用户没有填写评价。
537733579301,锦***头,,2017年06月15日 17:38,都是美美的图。
537733579301,t***5,,2017年06月06日 12:41,都是超清的当作礼物是个不错的选择。好评。
537733579301,l***1,,2017年06月22日 12:58,东西收到了，是送给朋友的，朋友收到了很喜欢。
537733579301,大***头,,2017年06月23日 18:57,挺好的 帮朋友买的
537733579301,t***3,,2017年06月08日 13:31,有很多，而且照片也超好看
537733579301,子***鸣,,2017年08月10日 20:50,比想象中要小，也没有钱包照，但是很好看
537733579301,x***8,,2017年07月04日 18:04,泰妍泰妍
537733579301,s***7,,2017年02月21日 21:38,好
537733579301,l***3,,2017年06月17日 00:10,评价方未及时做出评价,系统默认好评!
41236854406,西***0,颜色分类:林允儿铁盒明信片,2017年07月23日 13:27,买的弟弟的，他喜欢?
537733579301,熊***良,,2017年05月12日 22:03,评价方未及时做出评价,系统默认好评!
41236854406,y***康,颜色分类:林允儿铁盒明信片,2017年07月20日 14:51,物有所值 很好
537733579301,b***6,,2017年03月31日 12:57,此用户没有填写评价。
41236854406,孤***诉,颜色分类:少女时代铁盒明信片,2017年07月04日 20:02,超喜欢！！！送朋友的礼物，希望她喜欢
41236854406,y***0,颜色分类:少女时代铁盒明信片,2017年07月13日 22:26,很好啊，还送了一盒允儿的明信片还有同学录。
41236854406,q***7,颜色分类:林允儿铁盒明信片,2017年07月09日 12:00,帮朋友买的，应该可以吧
41236854406,大***8,颜色分类:林允儿铁盒明信片,2017年07月22日 06:29,居然有这么多???吓得我以为我买了两次哈哈哈。应该可以的，送人的我也不懂
41236854406,用***你,颜色分类:林允儿铁盒明信片,2017年05月14日 13:21,这个可是真棒啊我以为只有一个结果有两个，还送了同学录呢包装特别严实。倍儿棒，不敢买的赶紧买吧，真的好棒呢
41236854406,落***l,颜色分类:林允儿铁盒明信片,2017年05月28日 11:58,非常喜欢，里面还送了一盒明信片
41236854406,t***1,颜色分类:林允儿铁盒明信片,2017年07月17日 12:22,可以。卖家发了两盒。我只花了一盒的钱
41236854406,5***i,颜色分类:林允儿铁盒明信片,2017年05月04日 11:17,店家挺好的送了其他小礼品，只不过允儿的明信片比较多重复的因为是送人的所以&hellip;明信片质量挺好的，也挺漂亮的。
534912863339,张***3,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版黑礼盒,2017年07月31日 17:13,很满意，商品很好看，包装也好看，最后表白泰妍啦！
41236854406,8***g,颜色分类:少女时代铁盒明信片,2017年07月14日 17:45,快递很快，网购第二天就到了。
534912863339,遗***y,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版,2017年07月25日 15:13,还不错，质量挺好，图片也好看没有让我失望
41236854406,d***谦,颜色分类:林允儿铁盒明信片,2017年03月11日 17:28,良心商家  物流快  货包装好  下次还来
534912863339,a***5,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版黑礼盒,2017年06月14日 12:40,给店主大大的好评，质量又好态度也好 之前因为颜色问题给店主带来一些麻烦很抱歉 但是物流超快的这么远的距离三天就到 炒鸡好的 闺蜜一定喜欢
41236854406,t***7,颜色分类:林允儿铁盒明信片,2017年03月07日 12:28,东西很好
534912863339,奴***生,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版黑礼盒,2017年06月21日 17:19,送朋友的，她说质量很好
41236854406,李***子,颜色分类:林允儿铁盒明信片,2017年06月08日 22:27,不好，盒子都凹了
534912863339,常***彤,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版黑礼盒,2017年06月08日 16:59,喜欢泰妍
41236854406,m***0,颜色分类:少女时代铁盒明信片,2017年03月24日 22:53,一般般
534912863339,李***一,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版,2017年05月21日 07:52,还不错
41236854406,还***p,颜色分类:少女时代铁盒明信片,2017年04月24日 20:40,很快
534912863339,减***1,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版金色礼盒,2017年05月01日 12:00,送同学，不错～
41236854406,棉***好,颜色分类:林允儿铁盒明信片,2017年03月04日 08:12,好
534912863339,t***5,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版黑礼盒,2017年06月23日 06:41,有点假 除了海报其他质量不咋地
41236854406,孤***k,颜色分类:少女时代铁盒明信片,2017年07月29日 07:44,系统默认评论
534912863339,l***o,大小:金泰妍,2017年02月21日 10:39,送朋友的，她很喜欢
41236854406,曼***气,颜色分类:少女时代铁盒明信片,2017年08月08日 20:29,不错。
534912863339,t***3,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版金礼盒,,changp产品质量不好，没有物有所值
41236854406,g***0,,2017年06月28日 15:41,评价方未及时做出评价,系统默认好评!
534912863339,v***z,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍全新版黑礼盒,2017年02月28日 14:03,changp产品质量不好，没有物有所值
534912863339,媛***a,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版金礼盒,2017年06月23日 22:24,15天内买家未作出评价
534912863339,m***3,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版金礼盒,2017年07月14日 21:21,明信片一般，写真集不错。
534912863339,上***y,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍全新版黑礼盒,2017年02月25日 18:39,明信片一般，写真集不错。
534912863339,一***8,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版黑礼盒,2017年06月09日 08:02,此用户没有填写评价。
534912863339,云***昵,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版黑礼盒,2017年06月11日 23:41,好
534912863339,a***锋,大小:金泰妍系列&nbsp;&nbsp颜色分类:全新版金泰妍,2017年05月06日 15:10,不错
534912863339,李***铭,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍全新版,2017年04月04日 23:09,挺好的
534912863339,你***她,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍限量版金色礼盒,2017年06月27日 22:17,此用户没有填写评价。
534912863339,t***6,大小:金泰妍系列&nbsp;&nbsp颜色分类:金泰妍全新版黑礼盒,2017年04月08日 14:26,此用户没有填写评价。
550270875893,安***宁,,2017年08月03日 17:16,超级实惠，可以说是完美
550270875893,你***8,,2017年07月14日 17:32,喜欢
550270875893,泰***0,,2017年06月09日 14:36,非常好，再过几个月少时出新专，我会在买的
550270875893,林***妍,,2017年06月16日 17:41,非常好，很漂亮！！！
550270875893,张***9,,2017年06月11日 13:15,泰研太美了
550270875893,香***w,,2017年06月02日 21:58,非常好  宝贝很多  非常喜欢
550270875893,坏***园,,2017年06月11日 12:50,内页图有些图颜色印刷不太好，而且内容就只是图片和歌词，原本还以为会有关于泰妍的相关事的描述，不过这次的专辑确实是太美了
550270875893,z***0,,2017年06月12日 13:45,学生的喜好，我也搞不懂
550270875893,公***亮,,2017年05月24日 12:45,习惯好评吧，毕竟给同学买的，我也不清楚～～
550270875893,心***屋,,2017年06月25日 18:51,评价方未及时做出评价,系统默认好评!
529689807084,南***物,大小:金泰妍限量版&nbsp;&nbsp颜色分类:新生代写真+豪华赠品,2017年08月02日 12:12,还不错 挺好看的 就是写真封面有些压皱了 小礼物也可以
550270875893,t***9,,2017年07月12日 11:10,评价方未及时做出评价,系统默认好评!
529689807084,y***g,大小:金泰妍限量版&nbsp;&nbsp颜色分类:新生代写真+豪华赠品,2017年06月30日 15:39,不错 值得买
550270875893,笑***匪,,2017年06月08日 18:01,评价方未及时做出评价,系统默认好评!
529689807084,卿***酱,大小:金泰妍限量版&nbsp;&nbsp颜色分类:水晶卡贴一套10张,2017年07月24日 12:48,好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评
550270875893,唯***9,,2017年07月10日 16:50,评价方未及时做出评价,系统默认好评!
529689807084,张***3,大小:金泰妍限量版&nbsp;&nbsp颜色分类:新生代写真+豪华赠品,2017年08月13日 21:45,非常棒
550270875893,胡***9,,2017年08月11日 09:04,此用户没有填写评价。
529689807084,你***g,,2017年07月27日 13:42,评价方未及时做出评价,系统默认好评!
550270875893,阔***h,,2017年06月09日 13:11,评价方未及时做出评价,系统默认好评!
529689807084,p***g,,2017年02月25日 18:40,评价方未及时做出评价,系统默认好评!
550270875893,眯***蛙,,2017年08月09日 18:51,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年05月18日 13:10,评价方未及时做出评价,系统默认好评!
550270875893,p***2,,2017年06月25日 18:50,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年04月30日 16:30,评价方未及时做出评价,系统默认好评!
550270875893,咿***7,,2017年06月15日 14:11,评价方未及时做出评价,系统默认好评!
529689807084,t***7,,2017年08月16日 13:40,评价方未及时做出评价,系统默认好评!
550270875893,杨***仙,,2017年08月04日 13:43,此用户没有填写评价。
529689807084,李***8,,2017年07月11日 14:50,评价方未及时做出评价,系统默认好评!
550270875893,l***1,,2017年06月23日 20:50,此用户没有填写评价。
529689807084,李***8,,2017年05月02日 13:10,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年05月23日 16:50,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年03月31日 13:20,评价方未及时做出评价,系统默认好评!
529689807084,8***h,,2017年04月27日 09:10,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年04月11日 12:10,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年06月10日 13:10,评价方未及时做出评价,系统默认好评!
529689807084,d***8,,2017年08月15日 13:50,评价方未及时做出评价,系统默认好评!
529689807084,音***城,,2017年07月22日 08:51,评价方未及时做出评价,系统默认好评!
529689807084,t***4,,2017年08月07日 11:50,评价方未及时做出评价,系统默认好评!
529689807084,李***8,,2017年07月27日 15:40,评价方未及时做出评价,系统默认好评!
545969551290,t***0,大小:40cm×40cm（含芯）;颜色分类:双面定制,2017-08-13 18:46:05,第二次买了 还是不错的
545969551290,t***4,大小:40cm×40cm（含芯）;颜色分类:金泰妍04,2017-08-05 18:21:12,好
545969551290,黛***姬,大小:55cm×55cm（含芯）;颜色分类:双面定制,2017-07-09 16:27:13,特别棒拿到手 外皮手感非常好
545969551290,t***3,大小:40cm×40cm（含芯）;颜色分类:金泰妍01,2017-07-03 12:22:07,摸着很舒服，很软
545969551290,德***3,大小:45cm×45cm（含芯）;颜色分类:金泰妍03,2017-06-25 20:11:31,超级棒 闺蜜超级喜欢 照片超级清楚棒棒棒
545969551290,萌***哥,大小:40cm×40cm（含芯）;颜色分类:金泰妍21,2017-06-24 00:58:44,物流很快 摸着也不错
545969551290,爱***d,大小:45cm×45cm（含芯）;颜色分类:金泰妍06,2017-06-16 18:06:13,此用户没有填写评论!
545969551290,秋***树,大小:40cm×40cm（含芯）;颜色分类:金泰妍04,2017-06-11 09:46:22,还行吧，送朋友的
545969551290,t***3,大小:45cm×45cm（含芯）;颜色分类:金泰妍14,2017-06-08 00:02:27,很好  就是发货有点慢  不过图片清晰  质量很好 很喜欢
553295670276,t***0,大小:Fine版全新未拆,2017年08月05日 16:45,棒棒棒?
545969551290,悠***3,大小:40cm×40cm（含芯）;颜色分类:金泰妍18,2017-06-07 09:32:36,可爱的泰妍喜欢爆了
553295670276,玥***x,大小:Fine版全新未拆,2017年07月10日 18:33,专辑很好，还送了很多赠品，我最喜欢这个了好可爱，哈哈哈
545969551290,季***啊,大小:40cm×40cm（含芯）;颜色分类:金泰妍07,2017-06-04 22:24:24,物流很快  感觉很好
553295670276,w***4,大小:Fine版仅拆带5/6号卡,2017年07月14日 17:36,超级棒啊我的妈太喜欢了 粉一辈子
545969551290,t***0,大小:40cm×40cm（含芯）;颜色分类:双面定制,2017-06-03 17:09:23,良心商家，必须支持，以后就来这家，棒棒哒
553295670276,t***斯,大小:IGL版全新未拆,2017年07月03日 14:35,终于到了，店家良心
545969551290,f***3,大小:40cm×40cm（含芯）;颜色分类:双面定制,2017-05-31 00:09:59,包的质量非常好
553295670276,b***3,大小:Fine版裸专无卡,2017年06月19日 13:17,收到专辑了，买的三张裸专，店家送了一副阿泰的扑克牌，开心???，狮心的封面有轻微擦痕，不过不影响总体，泰妍和小贤的专辑特别美???期待十周年
545969551290,油***1,大小:40cm×40cm（含芯）;颜色分类:金泰妍04,2017-05-24 12:11:25,买给同学的生日礼物  还可以吧好评
553295670276,j***5,大小:Fine版全新未拆,2017年06月26日 11:21,你好看 所以多买几张
545969551290,我***光,大小:40cm×40cm（含芯）;颜色分类:金泰妍12,2017-05-19 15:35:39,质量不怎么样，还是不要买的好
553295670276,周***i,大小:Fine版裸专无卡,2017年06月16日 10:07,物流超快  店家人超好，还送了泰妍的扑克牌和鼠标垫
545969551290,羽***9,大小:40cm×40cm（含芯）;颜色分类:金泰妍04,2017-05-19 12:21:55,闺蜜生日礼物，她超级喜欢???
553295670276,t***9,大小:Fine版裸专无卡,2017年07月21日 23:26,给泰古笔心
545969551290,金***弟,大小:40cm×40cm（含芯）;颜色分类:金泰妍01,2017-05-09 15:47:05,很满意，很漂亮，么么哒
553295670276,地***子,大小:IGL版裸专无卡,2017年07月12日 11:02,今天太开心了。因为是学生，一穷二白的，跟抽吧只买了一版，现在终于拼好了&ldquo;My Voice&rdquo;，连翻39个跟斗都不足以表达我的激动！估计晚上也睡不着了！ 喜欢泰妍两年余，不长，但我相信，只要她还在唱歌，我就没有脱饭的可能！
545969551290,金***弟,大小:40cm×40cm（含芯）;颜色分类:金泰妍13,2017-05-09 15:47:05,同上
553295670276,就***7,大小:IGL版裸专无卡,2017年07月07日 22:19,赞赞赞
545969551290,k***火,大小:40cm×40cm（含芯）;颜色分类:金泰妍15,2017-05-01 09:20:09,此用户没有填写评论!
553295670276,周***i,大小:IGL版裸专无卡,2017年06月16日 10:07,此用户没有填写评价。
545969551290,y***3,大小:40cm×40cm（含芯）;颜色分类:金泰妍07,2017-04-28 13:39:11,很满意
553295670276,a***u,大小:Fine版裸专无卡,2017年06月25日 20:57,此用户没有填写评价。
553295670276,允***i,,2017年07月19日 18:40,评价方未及时做出评价,系统默认好评!
553295670276,叶***沙,大小:Fine版全新未拆,2017年07月29日 12:59,此用户没有填写评价。
553295670276,t***0,,2017年07月26日 12:30,评价方未及时做出评价,系统默认好评!
553295670276,t***3,,2017年07月14日 22:41,评价方未及时做出评价,系统默认好评!
553295670276,慵***兮,大小:Fine版裸专无卡,2017年06月20日 17:28,此用户没有填写评价。
553295670276,最***此,大小:Fine版裸专无卡,2017年06月22日 18:44,此用户没有填写评价。
520577404689,x***5,大小:少女时代&nbsp;&nbsp颜色分类:少女时代郑秀妍,2017年08月05日 19:38,时尚，孩子喜欢
553295670276,p***u,,2017年08月01日 10:00,评价方未及时做出评价,系统默认好评!
520577404689,柴***4,大小:少女时代&nbsp;&nbsp颜色分类:少女时代金泰妍,2017年08月06日 04:07,很好  很喜欢  物流也快
553295670276,q***4,,2017年08月14日 09:21,评价方未及时做出评价,系统默认好评!
520577404689,我***欢,大小:少女时代&nbsp;&nbsp颜色分类:少女时代金泰妍,2017年07月29日 09:15,里面的晶管都坏了，根本就看不到
520577404689,如***异,大小:少女时代&nbsp;&nbsp颜色分类:少女时代 林允儿,2017年04月08日 12:47,还可以，就是盒子小了
520577404689,a***3,大小:少女时代&nbsp;&nbsp颜色分类:少女时代 林允儿,2017年03月11日 17:00,质量非常好的东东，超级喜欢，卖家服务态度非常好，以后还会来这家店铺消费的。。。
520577404689,t***9,大小:少女时代&nbsp;&nbsp颜色分类:少女时代 林允儿,2017年03月20日 18:36,还可以
520577404689,x***哥,,2017年07月18日 13:41,评价方未及时做出评价,系统默认好评!
520577404689,l***7,,2017年07月02日 15:41,评价方未及时做出评价,系统默认好评!
520577404689,福***2,,2017年07月18日 13:40,评价方未及时做出评价,系统默认好评!
520577404689,美***儿,,2017年08月13日 20:10,评价方未及时做出评价,系统默认好评!
554100237800,b***y,,2017年08月11日 18:40,几次买都超棒棒棒棒棒，这次还送了姐姐的小胸针，上次是可爱的民国，都超级喜欢，谢谢店主！
520577404689,q***7,大小:少女时代&nbsp;&nbsp颜色分类:少女时代 林允儿,2017年07月15日 16:36,此用户没有填写评价。
554100237800,亲***害,,2017年06月29日 23:00,很棒！！萌萌哒泰花美翻啦！
520577404689,a***月,,2017年05月16日 13:21,评价方未及时做出评价,系统默认好评!
554100237800,孤***7,,2017年08月04日 03:55,好
520577404689,y***y,大小:少女时代&nbsp;&nbsp颜色分类:少女时代郑秀妍,2017年04月01日 16:25,此用户没有填写评价。
554100237800,伟***9,,2017年07月24日 22:54,超喜欢!
520577404689,上***大,,2017年07月28日 12:50,评价方未及时做出评价,系统默认好评!
554100237800,凉***姐,,2017年07月05日 16:49,泰妍泰妍泰妍
520577404689,c***n,大小:少女时代&nbsp;&nbsp颜色分类:少女时代金泰妍,2017年05月01日 16:41,此用户没有填写评价。
554100237800,伟***9,,2017年07月02日 23:24,此用户没有填写评价。
520577404689,q***7,,2017年07月14日 18:10,评价方未及时做出评价,系统默认好评!
554100237800,p***7,,2017年08月04日 22:00,评价方未及时做出评价,系统默认好评!
520577404689,u***f,,2017年04月13日 12:50,评价方未及时做出评价,系统默认好评!
554100237800,纳***3,,2017年07月19日 18:47,此用户没有填写评价。
520577404689,7***拍,,2017年08月19日 13:31,评价方未及时做出评价,系统默认好评!
554100237800,宅***白,,2017年07月20日 18:20,评价方未及时做出评价,系统默认好评!
520577404689,一***4,,2017年08月19日 06:50,评价方未及时做出评价,系统默认好评!
554100237800,s***x,,2017年08月01日 22:27,此用户没有填写评价。
554100237800,幸***y,,2017年07月27日 09:20,评价方未及时做出评价,系统默认好评!
554100237800,f***默,,2017年08月06日 17:12,评价方未及时做出评价,系统默认好评!
554100237800,n***o,,2017年08月11日 17:10,评价方未及时做出评价,系统默认好评!
554100237800,x***又,,2017年07月27日 17:40,评价方未及时做出评价,系统默认好评!
554100237800,c***8,,2017年08月03日 18:21,评价方未及时做出评价,系统默认好评!
554100237800,n***c,,2017年08月04日 19:10,评价方未及时做出评价,系统默认好评!
554100237800,c***8,,2017年07月24日 18:10,评价方未及时做出评价,系统默认好评!
554100237800,野***女,,2017年08月04日 09:01,评价方未及时做出评价,系统默认好评!
526111250473,优***殊,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年07月24日 08:04,颜色漂亮，物流快
554100237800,d***藜,,2017年07月28日 16:10,评价方未及时做出评价,系统默认好评!
526111250473,岚***梦,大小:A3海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB02,2017年07月30日 11:59,有点不清楚&hellip;&hellip;但是无伤大雅
554100237800,c***7,,2017年08月16日 16:50,评价方未及时做出评价,系统默认好评!
526111250473,z***u,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB03,2017年07月09日 16:41,像素捉急，其他都很满意。就是喜欢泰妍。
526111250473,谢***0,大小:5寸照片（有过塑）&nbsp;&nbsp颜色分类:金泰妍-HB03,2017年07月16日 13:00,不清楚 破了
526111250473,瓣***殒,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年04月03日 20:08,why时期太美了
526111250473,宋***9,大小:5寸照片（无过塑）&nbsp;&nbsp颜色分类:金泰妍-HB02,2017年06月26日 18:53,why时期太美了
526111250473,c***3,大小:A3海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年02月21日 15:07,喜欢阿泰
526111250473,十***m,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB01,2017年02月27日 14:22,跟想象的有点不同呢（=?口｀=）
526111250473,i***j,大小:A3海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB02,2017年02月26日 21:46,帮妹妹买的，妹妹很喜欢！五星好评不解释！
526111250473,v***g,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB01,2017年02月26日 18:54,没有对比就没有伤害，买了别的家的海报有同款，一对比就发现差距了，价格还是差不多，醉醉的
540012020211,泰***色,大小:均码&nbsp;&nbsp颜色分类:金泰妍（Tae Yeon）,2017年07月28日 21:59,我的手型带出来不是很好看，戒指如果是s925更好了，（纯属个人意见）。包装很好，还赠送的有皮绳，戴在脖子上比手上好看些
526111250473,花***0,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年02月24日 22:11,质量上肯定是没问题，就是送货速度太慢。
540012020211,伟***丘,大小:均码&nbsp;&nbsp颜色分类:Tiffany,2017年07月31日 12:16,发货有点晚，但还是三天就到了，东西超好看，超喜欢
526111250473,v***g,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB03,2017年02月26日 18:54,清晰度捉急，不想麻烦好评算了。
540012020211,陈***0,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年06月09日 09:40,有点紧
526111250473,l***1,大小:A3海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年07月25日 20:42,有点不清晰  不过还是很满意的。。。。
540012020211,孔***尊,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年06月30日 14:53,泰妍的名字分开了
526111250473,瓣***殒,大小:A3海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB04,2017年04月03日 20:08,清晰度捉急，不想麻烦好评算了。
540012020211,袁***策,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年05月29日 18:17,也不给差评了，毕竟十几块钱的东西。太小了，小手指都带不进去
526111250473,u***鱼,,2017年05月26日 17:30,好
540012020211,c***8,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年06月14日 17:38,物品已收到 很喜欢
526111250473,帕***鱼,大小:A4海报（8张）&nbsp;&nbsp颜色分类:金泰妍-HB03,2017年03月21日 09:12,我的泰妍啊
540012020211,梁***珠,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年05月29日 11:16,挺不错的，就是太大了，戴不了，只能挂脖子
526111250473,街***往,,2017年08月16日 12:10,评价方未及时做出评价,系统默认好评!
540012020211,阿***h,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年04月24日 10:27,很好，很喜欢，就是手指肉太多了带着有点紧
526111250473,q***4,,2017年07月03日 15:10,此用户没有填写评价。
540012020211,啊***坏,大小:均码&nbsp;&nbsp颜色分类:Sunny,2017年05月16日 12:21,质量不错，快递也挺快的，就是只能戴在一个手指
526111250473,我***3,,2017年06月01日 18:11,评价方未及时做出评价,系统默认好评!
540012020211,r***丶,大小:均码&nbsp;&nbsp颜色分类:Tiffany,2017年07月09日 13:11,物流很快
526111250473,永***赛,,2017年07月21日 01:00,评价方未及时做出评价,系统默认好评!
540012020211,宋***点,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年03月16日 19:12,超喜欢的，一直支持taeyeon
540012020211,伟***丘,大小:均码&nbsp;&nbsp颜色分类:金泰妍（Tae Yeon）,2017年07月31日 12:16,好看好看
540012020211,k***s,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年06月23日 20:44,很满意
540012020211,城***子,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年05月30日 17:02,此用户没有填写评价。
540012020211,t***7,,2017年07月17日 13:51,评价方未及时做出评价,系统默认好评!
540012020211,简***4,,2017年03月04日 16:40,评价方未及时做出评价,系统默认好评!
540012020211,我***5,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年05月21日 21:13,此用户没有填写评价。
540012020211,九***下,,2017年08月08日 12:50,评价方未及时做出评价,系统默认好评!
553864845621,凉***姐,,2017年07月05日 16:49,还可以吧，不过人物印在了后面，还是抽吧的好
540012020211,t***9,,2017年03月04日 16:00,评价方未及时做出评价,系统默认好评!
553864845621,伟***9,,2017年07月24日 22:54,很好!漂亮!
540012020211,t***3,大小:均码&nbsp;&nbsp颜色分类:金泰妍,2017年02月28日 19:36,此用户没有填写评价。
553864845621,小***1,,2017年07月04日 20:53,
553864845621,小***闪,,2017年07月29日 20:11,
553864845621,孤***7,,2017年08月04日 03:55,不错很喜欢
553864845621,w***2,,2017年08月10日 16:20,好可爱
553864845621,章***4,,2017年08月09日 16:12,好
553864845621,我***6,,2017年07月31日 07:40,评价方未及时做出评价,系统默认好评!
553864845621,野***女,,2017年07月26日 16:50,评价方未及时做出评价,系统默认好评!
553864845621,p***7,,2017年08月04日 22:00,评价方未及时做出评价,系统默认好评!
553490726532,t***5,大小:10张卡贴备注款式,2017年07月04日 12:47,很好看，买的J款的，物流也挺快的
553864845621,伟***9,,2017年07月02日 23:24,评价方未及时做出评价,系统默认好评!
553490726532,b***l,大小:50张照片铁盒装,2017年08月04日 08:48,挺好的
553864845621,d***藜,,2017年07月28日 16:10,评价方未及时做出评价,系统默认好评!
553490726532,c***9,,2017年08月11日 08:50,评价方未及时做出评价,系统默认好评!
553864845621,q***彤,,2017年08月15日 08:20,此用户没有填写评价。
553490726532,土***y,,2017年08月02日 14:10,评价方未及时做出评价,系统默认好评!
553864845621,童***霞,,2017年08月03日 09:19,评价方未及时做出评价,系统默认好评!
553490726532,l***0,,2017年08月11日 01:30,评价方未及时做出评价,系统默认好评!
553864845621,飘***袖,,2017年07月04日 16:58,评价方未及时做出评价,系统默认好评!
553490726532,s***v,大小:50张照片铁盒装,2017年08月16日 11:38,此用户没有填写评价。
553864845621,t***u,,2017年07月31日 11:31,此用户没有填写评价。
553490726532,陪***2,大小:100张照片铁盒装,2017年07月11日 09:30,此用户没有填写评价。
553864845621,n***o,,2017年08月11日 17:10,此用户没有填写评价。
552109735136,晓***爱,颜色分类:林允儿/Yoon A带钻戒指,2017年07月19日 22:03,好啊我买了2次了啊
552109735136,岚***梦,颜色分类:金泰妍/Tae Yeon带钻戒,2017年07月30日 11:58,不错，就是太小了只能带在小拇指上，希望要买的亲看好尺寸
552109735136,我***霖,颜色分类:金泰妍/Tae Yeon带钻戒,2017年06月25日 23:55,打开看了，很满意、很贴心得总小盒子装起来。
552109735136,晓***爱,颜色分类:林允儿/Yoon A带钻戒指,2017年06月25日 22:04,还行。我觉得。
552109735136,我***霖,颜色分类:金泰妍/Tae Yeon带钻戒,2017年07月03日 14:46,除了快递时间有点长之外，其它的很满意。客服基本没人？
552109735136,t***3,颜色分类:林允儿/Yoon A带钻戒指,2017年07月02日 17:18,掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢!  
552109735136,微***5,颜色分类:林允儿/Yoon A带钻戒指,2017年07月20日 10:29,质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
552109735136,t***2,颜色分类:金泰妍/Tae Yeon带钻戒,2017年07月05日 21:04,满意满意满意。
552109735136,黑***j,,2017年08月14日 10:50,评价方未及时做出评价,系统默认好评!
552109735136,金***行,,2017年07月18日 22:00,评价方未及时做出评价,系统默认好评!
